Franchise,From,To,Yrs,G,W,L,W/L%,Plyfs,Div,Conf,Champ,Status,Year,Western Champion,Eastern Champion,Result,NBA Champion,NBA Vice-Champion,MVP Name,MVP Height (m),MVP Position,MVP Team,MVP status,player_id,player,num_seasons,first_seas,last_seas,season,team,age
,,,,,,,,,,,,,,,,,,,,,,,,1993.0,Eddie Johnson,17.0,1982.0,1999.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,1994.0,Elston Turner,8.0,1982.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,1995.0,Frank Johnson,10.0,1982.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,1996.0,Franklin Edwards,7.0,1982.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,1997.0,Garry Witts,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,1998.0,Gene Banks,6.0,1982.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,1999.0,Glenn Hagan,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2000.0,Hank McDowell,6.0,1982.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2001.0,Herb Williams,18.0,1982.0,1999.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2002.0,Howard Wood,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2003.0,Isiah Thomas,13.0,1982.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2004.0,Jay Vincent,9.0,1982.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Jeff Lamp,6.0,1982.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Jeff Ruland,8.0,1982.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2007.0,Jim Brogan,2.0,1982.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2008.0,Jim Smith,2.0,1982.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Joe Cooper,3.0,1982.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2010.0,John Douglas,2.0,1982.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2011.0,John McCullough,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Kelly Tripucka,10.0,1982.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Kenny Dennard,3.0,1982.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Kevin Loder,3.0,1982.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Kevin McKenna,6.0,1982.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Kurt Nimphius,8.0,1982.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Kurt Rambis,14.0,1982.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2018.0,Larry Nance,13.0,1982.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2019.0,Larry Spriggs,5.0,1982.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2020.0,Lewis Lloyd,7.0,1982.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Mark Aguirre,13.0,1982.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2022.0,Mark Radford,2.0,1982.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2023.0,Mickey Dillard,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Mike McGee,9.0,1982.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2025.0,Orlando Woolridge,13.0,1982.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2026.0,Pete Verhoeven,6.0,1982.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2027.0,Pétur Guðmundsson,4.0,1982.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2028.0,Ray Blume,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2029.0,Ray Tolbert,5.0,1982.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2030.0,Rich Yonakor,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2031.0,Rock Lee,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2032.0,Roger Burkman,1.0,1982.0,1982.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2033.0,Rolando Blackman,13.0,1982.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2034.0,Rudy Macklin,3.0,1982.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2035.0,Sam Williams,4.0,1982.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2036.0,Steve Hayes,5.0,1982.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2037.0,Steve Johnson,10.0,1982.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2038.0,Tom Chambers,16.0,1982.0,1998.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2039.0,Tracy Jackson,3.0,1982.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2040.0,Audie Norris,3.0,1983.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2041.0,Bill Garnett,4.0,1983.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2042.0,Brook Steppe,5.0,1983.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2043.0,Bruce Flowers,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2044.0,Bryan Warrick,4.0,1983.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2045.0,Charles Pittman,4.0,1983.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2046.0,Chris Engler,5.0,1983.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2047.0,Chubby Cox,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2048.0,Chuck Nevitt,9.0,1983.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2049.0,Clark Kellogg,5.0,1983.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2050.0,Cliff Levingston,11.0,1983.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2051.0,Corny Thompson,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2052.0,Craig Hodges,10.0,1983.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2053.0,Darren Tillis,2.0,1983.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2054.0,Dave Batton,2.0,1983.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2055.0,Dave Magley,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2056.0,David Thirdkill,5.0,1983.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2057.0,Derek Smith,9.0,1983.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2058.0,Dominique Wilkins,15.0,1983.0,1999.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2059.0,Dwight Anderson,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2060.0,Ed Nealy,10.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2061.0,Ed Sherod,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2062.0,Eddie Phillips,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2063.0,Fat Lever,11.0,1983.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2064.0,Guy Morgan,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2065.0,Hutch Jones,2.0,1983.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2066.0,J.J. Anderson,3.0,1983.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2067.0,James Worthy,12.0,1983.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2068.0,Jeff Taylor,2.0,1983.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2069.0,Jerry Eaves,4.0,1983.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2070.0,Jim Johnstone,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2071.0,Jim Zoet,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2072.0,Joe Kopicki,3.0,1983.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2073.0,John Bagley,11.0,1983.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2074.0,John Greig,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2075.0,Jose Slaughter,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2076.0,Keith Edmonson,2.0,1983.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2077.0,LaSalle Thompson,15.0,1983.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2078.0,Lester Conner,12.0,1983.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2079.0,Linton Townes,3.0,1983.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2080.0,Marc Iavaroni,7.0,1983.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2081.0,Mark Eaton,11.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2082.0,Mark McNamara,8.0,1983.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2083.0,Mike Davis,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2084.0,Mike Sanders,11.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2085.0,Oliver Robinson,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2086.0,Paul Pressey,11.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2087.0,Quintin Dailey,10.0,1983.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2088.0,Richard Anderson,6.0,1983.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2089.0,Rickey Williams,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2090.0,Ricky Pierce,16.0,1983.0,1998.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2091.0,Rob Williams,2.0,1983.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2092.0,Rod Higgins,13.0,1983.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2093.0,Rory White,5.0,1983.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2094.0,Russ Schoene,4.0,1983.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2095.0,Scott Hastings,11.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2096.0,Sleepy Floyd,13.0,1983.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2097.0,Steve Lingenfelter,2.0,1983.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2098.0,Terry Cummings,18.0,1983.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2099.0,Terry Teagle,11.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2100.0,Trent Tucker,11.0,1983.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2101.0,Vince Taylor,1.0,1983.0,1983.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2102.0,Walker Russell,6.0,1983.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2103.0,Bob Hansen,9.0,1984.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2104.0,Bob Miller,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2105.0,Brant Weidner,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2106.0,Bruce Kuczenski,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2107.0,Byron Scott,14.0,1984.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2108.0,Carlos Clark,2.0,1984.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2109.0,Charles Jones,15.0,1984.0,1998.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2110.0,Clyde Drexler,15.0,1984.0,1998.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2111.0,Craig Ehlo,14.0,1984.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2112.0,Dale Ellis,17.0,1984.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2113.0,Dane Suttle,2.0,1984.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2114.0,Darrell Lockhart,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2115.0,Darrell Walker,10.0,1984.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2116.0,Darren Daye,5.0,1984.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2117.0,Derek Harper,16.0,1984.0,1999.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2118.0,Doc Rivers,13.0,1984.0,1996.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2119.0,Ennis Whatley,10.0,1984.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2120.0,Fred Roberts,13.0,1984.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2121.0,Granville Waiters,5.0,1984.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2122.0,Greg Kite,12.0,1984.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2123.0,Howard Carter,2.0,1984.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2124.0,Jeff Malone,13.0,1984.0,1996.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2125.0,Jim Thomas,4.0,1984.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2126.0,John Garris,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2127.0,John Paxson,11.0,1984.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2128.0,John Pinone,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2129.0,Jon Sundvold,9.0,1984.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2130.0,Ken Austin,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2131.0,Kevin Williams,5.0,1984.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2132.0,Larry Micheaux,2.0,1984.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2133.0,Leo Rautins,2.0,1984.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2134.0,Leroy Combs,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2135.0,Mark Jones,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2136.0,Mark West,17.0,1984.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2137.0,Michael Wilson,3.0,1984.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2138.0,Mike Gibson,2.0,1984.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2139.0,Mitchell Wiggins,6.0,1984.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2140.0,Pace Mannion,6.0,1984.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2141.0,Paul Thompson,3.0,1984.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2142.0,Ralph Sampson,9.0,1984.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2143.0,Randy Breuer,11.0,1984.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2144.0,Randy Wittman,9.0,1984.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2145.0,Rod Foster,3.0,1984.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2146.0,Rodney McCray,10.0,1984.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2147.0,Roy Hinson,8.0,1984.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2148.0,Russell Cross,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2149.0,Scooter McCray,3.0,1984.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2150.0,Sedale Threatt,14.0,1984.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2151.0,Sidney Green,10.0,1984.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2152.0,Sidney Lowe,4.0,1984.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2153.0,Steve Stipanovich,5.0,1984.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2154.0,Stewart Granger,3.0,1984.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2155.0,Thurl Bailey,12.0,1984.0,1999.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2156.0,Tom Piotrowski,1.0,1984.0,1984.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2157.0,Wallace Bryant,3.0,1984.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2158.0,Alvin Robertson,10.0,1985.0,1996.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2159.0,Antoine Carr,16.0,1985.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2160.0,Bernard Thompson,5.0,1985.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2161.0,Butch Graves,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2162.0,Charles Barkley,16.0,1985.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2163.0,Charles Jones,4.0,1985.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2164.0,Charlie Sitton,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2165.0,Chuck Aleksinas,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2166.0,Cory Blackwell,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2167.0,Dale Wilkinson,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2168.0,Danny Young,10.0,1985.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2169.0,David Pope,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2170.0,Devin Durrant,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2171.0,Earl Jones,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2172.0,Eddie Lee Wilkins,6.0,1985.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2173.0,Frank Brickowski,12.0,1985.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2174.0,Gary Plummer,2.0,1985.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2175.0,Guy Williams,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2176.0,Hakeem Olajuwon,18.0,1985.0,2002.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2177.0,Jay Humphries,11.0,1985.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2178.0,Jay Murphy,4.0,1985.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2179.0,Jeff Turner,10.0,1985.0,1996.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2180.0,Jerome Kersey,17.0,1985.0,2001.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2181.0,Jim Petersen,8.0,1985.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2182.0,John Schweitz,2.0,1985.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2183.0,John Stockton,19.0,1985.0,2003.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2184.0,Ken Bannister,5.0,1985.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2185.0,Kenny Fields,4.0,1985.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2186.0,Kenton Edelin,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2187.0,Kevin Willis,21.0,1985.0,2007.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2188.0,Lancaster Gordon,4.0,1985.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2189.0,Leon Wood,6.0,1985.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2190.0,Melvin Turpin,5.0,1985.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2191.0,Michael Cage,15.0,1985.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2192.0,Michael Holton,6.0,1985.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2193.0,Michael Jordan,15.0,1985.0,2003.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2194.0,Michael Young,3.0,1985.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2195.0,Othell Wilson,2.0,1985.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2196.0,Otis Thorpe,17.0,1985.0,2001.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2197.0,Ozell Jones,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2198.0,Peter Thibeaux,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2199.0,Ralph Jackson,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2200.0,Rick Carlisle,5.0,1985.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2201.0,Ron Anderson,10.0,1985.0,1994.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2202.0,Ron Cavenall,2.0,1985.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2203.0,Sam Bowie,10.0,1985.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2204.0,Sam Perkins,17.0,1985.0,2001.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2205.0,Steve Burtt,4.0,1985.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2206.0,Steve Colter,8.0,1985.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2207.0,Stuart Gray,7.0,1985.0,1991.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2208.0,Terence Stansbury,3.0,1985.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2209.0,Tim McCormick,8.0,1985.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2210.0,Tom Scheffler,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2211.0,Tom Sewell,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2212.0,Tom Sluby,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2213.0,Tony Brown,7.0,1985.0,1992.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2214.0,Tony Campbell,11.0,1985.0,1995.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2215.0,Vern Fleming,12.0,1985.0,1996.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2216.0,Wayne Sappleton,1.0,1985.0,1985.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2217.0,Willie White,2.0,1985.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2218.0,A.C. Green,16.0,1986.0,2001.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2219.0,Alex Stivrins,2.0,1986.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2220.0,Alfredrick Hughes,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2221.0,Ben McDonald,4.0,1986.0,1989.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2222.0,Benoit Benjamin,15.0,1986.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2223.0,Bill Martin,3.0,1986.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2224.0,Bill Wennington,13.0,1986.0,2000.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2225.0,Blair Rasmussen,8.0,1986.0,1993.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2226.0,Bob Thornton,8.0,1986.0,1996.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2227.0,Brian Martin,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2228.0,Carey Scurry,3.0,1986.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2229.0,Carl Henry,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2230.0,Charles Oakley,19.0,1986.0,2004.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2231.0,Chris McNealy,3.0,1986.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2232.0,Chris Mullin,16.0,1986.0,2001.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2233.0,Claude Gregory,2.0,1986.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2234.0,David Cooke,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2235.0,Derrick Rowland,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2236.0,Detlef Schrempf,16.0,1986.0,2001.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2237.0,Dirk Minniefield,3.0,1986.0,1988.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2238.0,Dwayne McClain,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2239.0,Ed Pinckney,12.0,1986.0,1997.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2240.0,Fred Cofield,2.0,1986.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2241.0,Georgi Glouchkov,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2242.0,Gerald Wilkins,13.0,1986.0,1999.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2243.0,Greg Stokes,2.0,1986.0,1990.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2244.0,Harold Keeling,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2245.0,Jeff Cross,1.0,1986.0,1986.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2246.0,Jerome Henderson,2.0,1986.0,1987.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,2247.0,Jerry Reynolds,8.0,1986.0,1996.0,,,
